corpus_name;sentence_position;word_position;value;postag_name;confidence_score
wikipedia2;19;2;ìsch;AUX;200
wikipedia2;19;3;uffem;ADP;200
wikipedia2;19;4;Kirchhof;NOUN;200
wikipedia2;19;5;vu;ADP;200
wikipedia2;19;6;dr;DET;200
wikipedia2;19;7;St.-Michaels-Kapelle;PROPN;200
wikipedia2;19;8;(;PUNCT;200
wikipedia2;19;9;wo;PRON;200
wikipedia2;19;10;'s;PRON;200
wikipedia2;19;11;nìmm;ADV;200
wikipedia2;19;12;gìtt;VERB;200
wikipedia2;19;13;);PUNCT;200
wikipedia2;19;14;vergràwa;VERB;200
wikipedia2;19;15;.;PUNCT;200
wikipedia2;20;1;Speeter;ADV;200
wikipedia2;20;2;ìsch;AUX;200
wikipedia2;20;3;sina;DET;200
wikipedia2;20;4;Laicha;NOUN;200
wikipedia2;20;5;ìn;ADP;200
wikipedia2;20;6;dr;DET;200
wikipedia2;20;7;Stroßburger;ADJ;200
wikipedia2;20;8;Mìnschter;NOUN;200
wikipedia2;20;9;kumma;VERB;200
wikipedia2;20;10;.;PUNCT;200
wikipedia2;21;1;Sina;DET;200
wikipedia2;21;2;zwei;NUM;200
wikipedia2;21;3;Tächter;NOUN;200
wikipedia2;21;4;han;AUX;200
wikipedia2;21;5;d;DET;200
wikipedia2;21;6;Büechdrucker;NOUN;200
wikipedia2;21;7;Martin;PROPN;200
wikipedia2;21;8;Schott;PROPN;200
wikipedia2;21;9;un;CONJ;200
wikipedia2;21;10;Adolf;PROPN;200
wikipedia2;21;11;Rusch;PROPN;200
wikipedia2;21;12;ghirota;VERB;200
wikipedia2;21;13;.;PUNCT;200
wikipedia2;22;1;Dr;DET;200
wikipedia2;22;2;Letzterer;NOUN;200
wikipedia2;22;3;àui;ADV;200
wikipedia2;22;4;„;PUNCT;200
wikipedia2;22;5;Drucker;NOUN;200
wikipedia2;22;6;mìt;ADP;200
wikipedia2;22;7;da;DET;200
wikipedia2;22;8;bizàrra;ADJ;200
wikipedia2;22;9;R;NOUN;200
wikipedia2;22;10;“;PUNCT;200
wikipedia2;22;11;gnannt;VERB;200
wikipedia2;22;12;hàt;AUX;200
wikipedia2;22;13;d;DET;200
wikipedia2;22;14;Leitung;NOUN;200
wikipedia2;22;15;vu;ADP;200
wikipedia2;22;16;dr;DET;200
wikipedia2;22;17;Offizin;NOUN;200
wikipedia2;22;18;ìwergnumma;VERB;200
wikipedia2;22;19;.;PUNCT;200
wikipedia2;23;1;Wark;NOUN;200
wikipedia2;23;2;Ar;PRON;200
wikipedia2;23;3;hàt;AUX;200
wikipedia2;23;4;meischtens;ADV;200
wikipedia2;23;5;Biacher;NOUN;200
wikipedia2;23;6;ìwer;ADP;200
wikipedia2;23;7;Theologie;NOUN;200
wikipedia2;23;8;un;CONJ;200
wikipedia2;23;9;Philosophie;NOUN;200
wikipedia2;23;10;uf;ADP;200
wikipedia2;23;11;Làtiinisch;NOUN;200
wikipedia2;23;12;druckt;VERB;200
wikipedia2;23;13;";";PUNCT;200
wikipedia2;23;14;gstudiarta;ADJ;200
wikipedia2;23;15;Litt;NOUN;200
wikipedia2;23;16;hann;AUX;200
wikipedia2;23;17;d;DET;200
wikipedia2;23;18;Quàlität;NOUN;200
wikipedia2;23;19;vu;ADP;200
wikipedia2;23;20;da;DET;200
wikipedia2;23;21;Text;NOUN;200
wikipedia2;23;22;nohglüegt;VERB;200
wikipedia2;23;23;un;CONJ;200
wikipedia2;23;24;han;AUX;200
wikipedia2;23;25;sa;DET;200
wikipedia2;23;26;verbessert;VERB;200
wikipedia2;23;27;vor;ADP;200
wikipedia2;23;28;em;DET;200
wikipedia2;23;29;Drucka;NOUN;200
wikipedia2;23;30;.;PUNCT;200
wikipedia2;24;1;Uf;ADP;200
wikipedia2;24;2;Hochditsch;NOUN;200
wikipedia2;24;3;hàt;AUX;200
wikipedia2;24;4;'r;PRON;200
wikipedia2;24;5;Literàtur;NOUN;200
wikipedia2;24;6;vum;ADP;200
wikipedia2;24;7;Mìttelàlter;NOUN;200
wikipedia2;24;8;druckt;VERB;200
wikipedia2;24;9;wia;CONJ;200
wikipedia2;24;10;zum;ADP;200
wikipedia2;24;11;Beispiel;NOUN;200
wikipedia2;24;12;„;PUNCT;200
wikipedia2;24;13;Parzival;PROPN;200
wikipedia2;24;14;“;PUNCT;200
wikipedia2;24;15;vum;ADP;200
wikipedia2;24;16;Wolfram;PROPN;200
wikipedia2;24;17;von;ADP;200
wikipedia2;24;18;Eschenbach;PROPN;200
wikipedia2;24;19;un;CONJ;200
wikipedia2;24;20;„;PUNCT;200
wikipedia2;24;21;Titurel;PROPN;200
wikipedia2;24;22;“;PUNCT;200
wikipedia2;24;23;vum;ADP;200
wikipedia2;24;24;Albrecht;PROPN;200
wikipedia2;24;25;von;ADP;200
wikipedia2;24;26;Scharfenberg;PROPN;200
wikipedia2;24;27;.;PUNCT;200
wikipedia2;25;1;Ìm;ADP;200
wikipedia2;25;2;Gsàmta;NOUN;200
wikipedia2;25;3;hàt;AUX;200
wikipedia2;25;4;'r;PRON;200
wikipedia2;25;5;ungfahr;ADV;200
wikipedia2;25;6;40;NUM;200
wikipedia2;25;7;Biacher;NOUN;200
wikipedia2;25;8;unter;ADP;200
wikipedia2;25;9;Duck;NOUN;200
wikipedia2;25;10;gmàcht;VERB;200
wikipedia2;25;11;.;PUNCT;200
wikipedia2;26;1;Bsundersch;ADV;200
wikipedia2;26;2;ìntressànt;ADJ;200
wikipedia2;26;3;ìsch;VERB;200
wikipedia2;26;4;ànna;ADP;200
wikipedia2;26;5;1466;NUM;200
wikipedia2;26;6;si;DET;200
wikipedia2;26;7;Druck;NOUN;200
wikipedia2;26;8;vu;ADP;200
wikipedia2;26;9;dr;DET;200
wikipedia2;26;10;„;PUNCT;200
wikipedia2;26;11;Mentelin-Bibel;PROPN;200
wikipedia2;26;12;“;PUNCT;200
wikipedia2;26;13;ìn;ADP;200
wikipedia2;26;14;Hochditsch;NOUN;200
wikipedia2;26;15;àlso;ADV;200
wikipedia2;26;16;ìn'ra;ADP;200
wikipedia2;26;17;Volkssproch;NOUN;200
wikipedia2;26;18;.;PUNCT;200
wikipedia2;27;1;Dia;DET;200
wikipedia2;27;2;Bibel;NOUN;200
wikipedia2;27;3;ìsch;AUX;200
wikipedia2;27;4;drittzeh;NUM;200
wikipedia2;27;5;Mol;NOUN;200
wikipedia2;27;6;wìdder;ADV;200
wikipedia2;27;7;druckt;VERB;200
wikipedia2;27;8;worra;AUX;200
wikipedia2;27;9;vu;ADP;200
wikipedia2;27;10;verschìedena;ADJ;200
wikipedia2;27;11;Drucker;NOUN;200
wikipedia2;27;12;ìm;ADP;200
wikipedia2;27;13;südditscha;ADJ;200
wikipedia2;27;14;Sprochrüüm;NOUN;200
wikipedia2;27;15;bis;ADP;200
wikipedia2;27;16;d;DET;200
wikipedia2;27;17;Veräffentligung;NOUN;200
wikipedia2;27;18;vu;ADP;200
wikipedia2;27;19;dr;DET;200
wikipedia2;27;20;Luther-Bibel;PROPN;200
wikipedia2;27;21;.;PUNCT;200
